Date,Close,High,Low,Open,Volume,Daily_Return,SMA_20,SMA_50,EMA_20,RSI,Volatility_20
2018-03-14,107.05108642578124,108.784268290285,106.79381167103998,108.43898047840705,3798863,-0.007532241374066606,105.89473190307618,107.10994338989258,106.3055417620634,59.709087719748915,0.01270214249272372
2018-03-15,108.05984497070312,109.17017097747126,107.32188604025616,107.45052881575248,4048648,0.009423150932907687,106.05890998840331,107.20288360595703,106.47261825812433,58.31633892277588,0.011509077211551026
2018-03-16,108.49992370605467,109.66440841180248,108.08017324537848,108.36451649733456,9688784,0.004072546425278212,106.20277938842773,107.24777359008789,106.66569496745103,53.78720597978281,0.011425124397174198
2018-03-19,106.52978515625,108.24942758594644,105.92046890634757,108.12756001365447,5734172,-0.018157971752515878,106.24238624572754,107.21021957397461,106.65275117590808,51.7346749286524,0.012235156757541584
2018-03-20,105.75119018554688,106.9224499631672,105.1350988114508,106.64486035851658,4536188,-0.0073087068519018805,106.27759094238282,107.14650085449219,106.56688822444511,50.78758251458401,0.012259708789775985
2018-03-21,106.08295440673828,107.10525670358052,105.5616404235356,106.00170575737876,3642381,0.00313721501015074,106.3700050354004,107.07627685546875,106.52079928942541,56.557372422339895,0.012120051360015491
2018-03-22,102.96863555908205,105.10802829715053,102.90770177765322,104.93877739831744,4964630,-0.029357391723042192,106.3331069946289,106.93893997192383,106.18249798177366,45.3632434065889,0.01384842742265911
2018-03-23,100.80216979980467,103.30039042662142,100.5652098567032,103.07697012548746,4645181,-0.021040055037286454,106.10867385864258,106.75358001708985,105.67008577396709,34.861038439851086,0.014082237625035503
2018-03-26,103.8352279663086,104.03155814721376,101.74321853522136,102.3728496090825,4292679,0.03008921506875928,105.93230934143067,106.62861389160156,105.49533741133294,46.06631698918716,0.01508577403112719
2018-03-27,102.84674835205078,104.85074431059206,102.33897414098286,104.2278777813763,4062350,-0.009519694169483062,105.77523956298828,106.49809112548829,105.24309083425844,38.84440476741478,0.014974521113547419
