Date,Close,High,Low,Open,Volume,Daily_Return,SMA_20,SMA_50,EMA_20,RSI,Volatility_20
2018-03-14,126.45355224609376,127.32298564338116,124.99132300802816,125.52484152607092,5402400,0.009942263142943775,118.06991958618164,112.34438766479492,119.37858085674698,93.70260088135387,0.011885681311539876
2018-03-15,125.69280242919922,126.91792241008184,125.14940182979096,126.46343779722676,4603500,-0.006016041490191082,118.96899604797363,112.79511108398438,119.97993529221863,88.4085374615889,0.012294418978711072
2018-03-16,124.4578094482422,126.41403655452478,124.181171880712,125.76196336503338,6662900,-0.0098254868782377,119.60378341674804,113.20374618530273,120.4063994975542,80.0257834548037,0.010720036071540831
2018-03-19,123.4796905517578,124.25032589590371,121.98781511963983,123.52908580793164,6830400,-0.007859039949527413,120.20250854492187,113.56535232543945,120.69909388366882,76.05637465958657,0.01099998519978686
2018-03-20,123.61800384521484,125.30747530269072,122.95604110914265,123.09435988078572,7113600,0.001120129900220812,120.73454399108887,113.90166595458984,120.97708530857797,77.29231225428848,0.010866634858032688
2018-03-21,120.2390594482422,122.53120889952368,118.75706607359102,120.10074066963271,14824000,-0.02733375634509927,121.09121017456054,114.15538284301758,120.90679713140314,56.8829697063355,0.012995780620688208
2018-03-22,116.6230010986328,119.21155227470166,116.03020524837966,118.95467130906228,10950500,-0.03007390748233496,121.34018516540527,114.3310482788086,120.49881655685358,39.01474588566491,0.014580618695926981
2018-03-23,113.05633544921876,116.66252085339076,112.93777326503432,116.59336146373523,10902100,-0.03058286629408169,121.31400337219239,114.44229660034179,119.79000883231694,30.497816052786575,0.015857882227170383
2018-03-26,117.54183197021484,117.8283515846922,113.65900915123451,116.82059190097084,13171700,0.039674879812558794,121.4286102294922,114.63732696533204,119.57589675021198,38.150528806090286,0.017933079569882927
2018-03-27,112.44378662109376,118.71756525797274,111.36687494141071,118.64839832365034,8304700,-0.043372178769622405,121.29720726013184,114.70787002563476,118.89664816648644,29.100139647899027,0.02051543465227019
2018-03-28,111.52494049072266,113.48117509318908,110.00342636387282,111.79170352359944,6489500,-0.008171604300977298,121.13072967529297,114.78671188354492,118.19458076879465,25.455177927501722,0.020578512826562517
2018-03-29,114.90388488769533,115.85235970626816,111.16925539619191,112.5425761383945,7794700,0.030297657027252622,120.97610855102539,114.91040908813477,117.8811811610709,31.377757390296622,0.020803243210362685
2018-04-02,113.9158935546875,116.26732032489414,112.24617860996216,114.51857146238808,6461300,-0.008598415397124914,120.64908256530762,114.98016159057617,117.50353472236772,30.993346968906295,0.020199813891679335
2018-04-03,115.09160614013672,116.04008101824796,113.22429504607264,115.35836917517918,5193300,0.010320882791344577,120.3521900177002,115.07026672363281,117.27382723834572,33.66300527857855,0.020344159368380865
2018-04-04,118.04571533203124,118.24331143310386,112.63149623162964,112.6907735543898,6389300,0.025667459956181027,120.10519142150879,115.20048446655274,117.3473403901253,37.13335204508376,0.02090185611116219
2018-04-05,117.61100006103516,119.58699131030428,117.24543896630934,118.95467471356284,5052400,-0.0036826010141354226,119.79446716308594,115.31509216308594,117.37245083497386,37.50763011288321,0.02080435369253526
2018-04-06,114.70629119873048,117.55172343889792,113.57009471604184,116.68228245982078,5385500,-0.024697595129683836,119.28762550354004,115.37931198120117,117.11853086961735,35.666559683203346,0.021220836853676518
2018-04-09,115.78321075439452,117.79872275218425,115.73380795757376,115.73380795757376,4104200,0.009388495996250468,118.782759475708,115.48265640258789,116.9913575253104,38.71995666858916,0.021255146026085005
2018-04-10,118.05559539794922,118.6780374673586,116.26732572459768,117.49243819188884,3693000,0.019626201663857756,118.42263526916504,115.59706665039063,117.09271351318077,42.327615599941055,0.021895505840316937
2018-04-11,117.72956085205078,119.2609495293704,117.443041219771,117.89751829717083,3059400,-0.002761703456743536,118.04867858886719,115.7128596496582,117.1533656406922,46.22025124857823,0.021888620707110795
2018-04-12,119.94266510009766,120.26870545106236,117.9073890765247,118.55946977845409,4419900,0.018798203544036385,117.72313423156739,115.89405776977539,117.41901320825463,55.22063532857676,0.02224758810936331
2018-04-13,117.58135986328124,120.4761873071799,117.07747999070958,120.4761873071799,4933100,-0.019686949884311855,117.31756210327148,115.99483337402344,117.43447479444764,57.396654554742064,0.022572054712954
2018-04-16,117.97655487060548,119.52770761713234,117.23555819160586,119.4980614182136,4464700,0.0033610345022694332,116.99349937438964,116.12663192749024,117.48610146836742,50.82029329012184,0.022557467233101904
2018-04-17,121.86925506591795,122.3731349296658,118.56935339865512,118.95467107745984,5524600,0.032995540508721444,116.91297760009766,116.37501388549805,117.90354466813415,68.63280546555652,0.023852448398659055
2018-04-18,122.96592712402344,123.24256467619364,120.76270123509072,122.0470909469964,4321800,0.008998759018526092,116.88037376403808,116.7071778869629,118.3856763305998,72.45929196886357,0.023943509409851453
2018-04-19,122.57073211669922,123.02520918961868,121.70129869952392,122.55097552127152,3657000,-0.00321385782685657,116.99695739746093,116.99349914550781,118.78425307213307,67.04747906871958,0.023085930197247438
2018-04-20,121.34561920166016,122.88688992443328,120.58486590685268,122.52133637689816,2971000,-0.009995150505200834,117.2330883026123,117.2458332824707,119.0281927035166,66.34784450906392,0.022067817047529026
2018-04-23,120.42679595947266,123.074624752145,119.78459724323396,121.71119339195,3932700,-0.007571952314657016,117.601611328125,117.59874542236328,119.16139301360765,61.87340226406484,0.02083296908278123
2018-04-24,116.46492004394533,122.04709676002577,115.5065706319409,121.85937518162292,5379300,-0.032898624296710754,117.54776573181152,117.81412811279297,118.904586064116,46.63298755038386,0.020494025319774362
2018-04-25,115.9116439819336,116.81072359989348,113.65901521043214,116.35623898869532,5080500,-0.004750581220533734,117.72115859985351,117.98742248535156,118.61954396105101,46.398648049975066,0.017869418837164287
2018-04-26,119.37950134277344,120.60461368573183,116.74155509461828,117.27506604595564,4998800,0.029918110396056186,118.11388664245605,118.24706771850586,118.69192085454839,59.67279750239634,0.018772134618597256
2018-04-27,118.77684020996094,120.1797922470485,118.11488492260663,120.16991017979896,3801200,-0.005048279864078853,118.30753440856934,118.4683790588379,118.70000841220671,56.32042158802323,0.0177605628098284
2018-04-30,119.5375747680664,120.23905067635572,118.3421011042657,119.41902013094052,2788300,0.0064047381354876975,118.58861846923828,118.62388931274414,118.77977663657431,53.34222547074301,0.01761411299491647
