Date,Close,High,Low,Open,Volume,Daily_Return,SMA_20,SMA_50,EMA_20,RSI,Volatility_20
2018-03-14,11.359999656677246,11.720000267028809,11.260000228881836,11.699999809265137,80540800,-0.024055041098527963,11.936499977111817,12.09459997177124,11.865621966107877,42.638023259725806,0.02265473544947075
2018-03-15,11.460000038146973,11.550000190734863,11.1899995803833,11.43000030517578,66373900,0.0088028507475304,11.899499988555908,12.104199981689453,11.826991306302077,40.25559095696851,0.021073084357363076
2018-03-16,11.470000267028809,11.550000190734863,11.31999969482422,11.489999771118164,37591000,0.0008726203183724301,11.863500022888184,12.102599983215333,11.792992159704623,32.974901940677356,0.02108532639283281
2018-03-19,11.43000030517578,11.739999771118164,11.350000381469728,11.40999984741211,53308600,-0.0034873549190762576,11.844000053405761,12.088799991607665,11.758421506892352,29.77941008896873,0.02007091212107916
2018-03-20,11.109999656677246,11.520000457763672,11.0,11.40999984741211,65116900,-0.02799655642647969,11.79850001335144,12.073399982452393,11.696667044967105,30.91602275424168,0.020413094840409235
2018-03-21,11.260000228881836,11.34000015258789,11.109999656677246,11.15999984741211,44691700,0.013501402055799083,11.775500011444091,12.052999992370605,11.65507972914946,37.50000931322771,0.020117537953648852
2018-03-22,10.90999984741211,11.260000228881836,10.850000381469728,11.100000381469728,59944200,-0.031083514596383144,11.728999996185303,12.034799995422363,11.58411974041257,34.04254671565802,0.020921078402242953
2018-03-23,10.630000114440918,10.970000267028809,10.56999969482422,10.90999984741211,54844500,-0.025664503839347708,11.657000017166137,12.008199996948242,11.493251204605745,28.666677898827274,0.020706496982875536
2018-03-26,10.4399995803833,10.800000190734863,10.18000030517578,10.710000038146973,75878500,-0.017873991722681226,11.557999992370606,11.974199981689454,11.39294152610837,28.289476367243438,0.0191127897707748
2018-03-27,10.0,10.59000015258789,9.899999618530272,10.510000228881836,68551300,-0.04214555537052489,11.431500005722047,11.93379997253418,11.260280428383764,12.666694217240519,0.02005809418040059
2018-03-28,9.8100004196167,10.170000076293944,9.789999961853027,9.989999771118164,64832100,-0.0189999580383301,11.316500043869018,11.891799983978272,11.1221585227869,13.013726368815654,0.019454660783682198
2018-03-29,10.050000190734863,10.079999923706056,9.8100004196167,9.9399995803833,48681400,0.024464807426332502,11.224000072479248,11.849199981689454,11.02004820544861,21.453306608465056,0.02085352263066688
2018-04-02,9.529999732971191,10.140000343322754,9.510000228881836,9.989999771118164,64824600,-0.05174133809898451,11.110000038146973,11.7903999710083,10.878138827117429,19.1950581401357,0.02301010886617042
2018-04-03,9.550000190734863,9.770000457763672,9.300000190734863,9.630000114440918,54891600,0.0020986839794419065,10.99200005531311,11.72959997177124,10.751649433176231,16.613447831017595,0.02277794194888278
2018-04-04,9.770000457763672,9.8100004196167,9.039999961853027,9.079999923706056,67356900,0.023036676715697535,10.892500066757203,11.671999988555909,10.658159054565512,24.104269133502186,0.023986110616745385
2018-04-05,10.020000457763672,10.199999809265137,9.90999984741211,10.050000190734863,65758800,0.025588535136796153,10.781500101089478,11.613600006103516,10.59738204534629,27.63977316782851,0.02252006377216359
2018-04-06,9.609999656677246,10.100000381469728,9.5,9.829999923706056,51087100,-0.040918241752050055,10.6635000705719,11.55159999847412,10.50334562737781,24.309403327003608,0.023440256490888337
2018-04-09,9.529999732971191,9.84000015258789,9.520000457763672,9.75,38382600,-0.008324654169000856,10.555000066757202,11.493999996185302,10.410646018386704,24.043727237882436,0.02327542357652975
2018-04-10,9.979999542236328,10.039999961853027,9.710000038146973,9.75,42849200,0.04721928875908166,10.478000020980835,11.434599990844726,10.369632068277143,35.09235412753311,0.026492623523295747
2018-04-11,9.81999969482422,10.029999732971191,9.789999961853027,9.869999885559082,29169300,-0.016032049574248197,10.386999988555909,11.364599990844727,10.317286127948293,31.05263025806923,0.026246201567603416
2018-04-12,10.079999923706056,10.100000381469728,9.81999969482422,9.979999542236328,47784400,0.026476602541940286,10.32300000190735,11.308799991607666,10.294687441829986,38.8140201911564,0.02705300187281323
2018-04-13,9.93000030517578,10.220000267028809,9.880000114440918,10.199999809265137,38935700,-0.01488091464936514,10.246500015258789,11.232600002288818,10.259955333577205,40.22346874706137,0.026906849105136223
2018-04-16,10.09000015258789,10.170000076293944,9.899999618530272,10.0,28875100,0.016112773665144298,10.177500009536743,11.169400005340576,10.243769125863937,45.07043085928738,0.0273476039654595
2018-04-17,10.520000457763672,10.529999732971191,10.199999809265137,10.279999732971191,45360300,0.042616481533500616,10.132000017166138,11.130800018310547,10.27007687175915,57.34463733445403,0.029436733435918565
2018-04-18,10.359999656677246,10.649999618530272,10.329999923706056,10.510000228881836,42449600,-0.01520920096237699,10.094500017166137,11.106600017547608,10.278640946513253,57.83474219835109,0.029017749273582458
2018-04-19,10.109999656677246,10.329999923706056,9.989999771118164,10.18000030517578,57841600,-0.024131274930966784,10.036999988555909,11.075800018310547,10.262579871290775,50.85226456858458,0.029105408185378236
2018-04-20,9.989999771118164,10.140000343322754,9.949999809265137,10.050000190734863,39011900,-0.01186942528527457,9.990999984741212,11.043600006103516,10.236619861750528,57.3717912469254,0.028509076732145436
2018-04-23,10.039999961853027,10.1899995803833,9.970000267028809,10.09000015258789,42971300,0.005005024212254572,9.961499977111817,11.02,10.217894156998385,57.7777703771341,0.02810491064700734
2018-04-24,10.09000015258789,10.350000381469728,9.949999809265137,10.1899995803833,44992200,0.004980098697693114,9.944000005722046,10.995599994659424,10.205713775625957,55.36911978463611,0.027909803779001315
2018-04-25,9.710000038146973,10.09000015258789,9.5600004196167,10.0600004196167,90578000,-0.03766106131757141,9.929500007629395,10.956199989318847,10.158502943485102,45.01607293059678,0.02758073390256252
2018-04-26,11.039999961853027,11.1899995803833,10.609999656677246,10.869999885559082,145284100,0.13697218521946253,9.990999984741212,10.941399993896484,10.242455040472523,67.74193624723776,0.041028252998129476
