Date,Close,High,Low,Open,Volume
2018-01-02,58.58042526245117,58.69754351687457,57.63658311586202,57.7468105152657,11469300
2018-01-03,59.73093795776367,59.91695420937119,58.43573607474963,58.66997778859221,13957700
2018-01-04,59.81362533569336,60.08920171771047,59.54493980867681,59.79295802687398,10863000
2018-01-05,59.76540756225586,59.8549676640714,59.04891097918253,59.76540756225586,11047600
2018-01-08,60.034088134765625,60.04097899008123,59.66206079046117,59.73095357506958,10927100
2018-01-09,59.7791748046875,60.04097472626326,59.6965055715012,59.89629831200505,8131600
2018-01-10,59.303810119628906,60.06853205304797,59.23491734087212,59.93763209408262,10822300
2018-01-11,59.88940048217773,60.19253498504217,59.2004622528906,59.49670590173133,14366000
2018-01-12,60.2958869934082,60.61968888528733,60.06165045828546,60.07542691368796,9834500
2018-01-16,59.91697692871094,60.46123892669794,59.662067813851245,60.44745721444436,10882800
2018-01-17,60.6265754699707,60.77125189432759,59.88941163757177,60.07542268140705,10546000
2018-01-18,60.23386764526367,60.75746215428844,60.171860473422434,60.46810411266497,9223700
2018-01-19,60.04096221923828,60.46121492100048,59.66893497884972,60.33031498748013,13090000
2018-01-22,60.79880905151367,60.82636721610328,59.97208513855531,60.05475437614167,10270400
2018-01-23,60.833255767822266,60.94348316582444,60.44744673435904,60.79880674934408,10281800
2018-01-24,60.99169921875,61.26038470160236,60.63345366034068,60.96414105945984,10316100
2018-01-25,60.88148498535156,61.22595416659591,60.76436146902973,61.00549410084683,11271900
2018-01-26,61.31550979614258,61.31550979614258,60.95037333160413,61.06749158321416,10514400
2018-01-29,60.63345718383789,61.52218816191089,60.5921173144096,61.03303737631192,9315700
2018-01-30,59.78605270385742,60.88835270899082,59.78605270385742,60.30964717736367,12408000
2018-01-31,60.144317626953125,60.26143588023641,59.47604661346974,59.63449948410424,14404700
2018-02-01,61.363731384277344,61.487740482893486,60.17875672109691,60.28209851264067,17971000
2018-02-02,58.2359504699707,59.25558141087266,57.181875769663584,58.64931237610541,29822100
2018-02-05,54.92216491699219,57.86392929524702,53.82675023093184,57.3747837080516,30452700
2018-02-06,53.97832107543945,55.35619783680961,52.97936252591917,54.08855373931677,36262800
2018-02-07,53.00689315795898,54.708570915319946,52.99311145404174,54.04030019219309,21994500
2018-02-08,52.40754318237305,53.44784162430084,52.37998501599676,53.35139067007525,25650800
2018-02-09,52.741607666015625,53.22879910693469,51.43316112141042,53.06872062964957,29491600
2018-02-12,53.187042236328125,54.02222537796405,52.78337065003399,53.62551511141461,19340400
2018-02-13,53.10353088378906,53.41672126233177,52.70682059300027,52.9643310300456,11926600
2018-02-14,53.21488952636719,53.35408939075572,52.31707031330574,52.74858192801236,17188400
2018-02-15,53.04087448120117,53.3819047331429,52.51192580783138,53.32623011746973,14432400
2018-02-16,53.27054977416992,53.67422126673245,52.79031971198588,52.99911677639544,13722400
2018-02-20,52.72072982788086,53.91782183659789,52.51889405339432,53.221838604546654,13387300
2018-02-21,52.1221809387207,53.200957012665455,52.10826361121945,52.76944552110148,11715000
2018-02-22,52.79727554321289,53.47933597086586,52.33096816574594,52.40752672741119,14020200
2018-02-23,53.95957946777344,54.02222072021255,52.85992467989294,52.95736190819317,13378800
2018-02-26,54.87129974365234,54.93394097775205,53.98044231147673,54.105719469746994,16940400
2018-02-27,53.93868255615234,55.58816417944392,53.93868255615234,54.98265705723916,14629500
2018-02-28,52.71376419067383,54.4606834468022,52.68592422648064,54.3980475098152,17087800
2018-03-01,52.33794021606445,53.36799780061567,52.101308451059886,52.56761597146135,15696700
2018-03-02,52.581539154052734,52.80425359221308,51.83683725364805,52.12218763851081,15630300
2018-03-05,53.0826530456543,53.28448887441278,52.28227636152539,52.35883496243144,14891000
2018-03-06,53.019996643066406,53.57678528770704,52.79728224719616,53.36102690019552,10754300
2018-03-07,51.68370819091797,52.36576867776737,51.19651681895285,52.19873421505953,27255500
2018-03-08,51.58627700805664,52.038661842852605,51.28700401784659,51.850748714083714,19299800
2018-03-09,51.89249801635742,52.24048956487898,51.648904994378256,52.073455108368925,19714100
2018-03-12,52.36577224731445,52.60240928638342,51.98298468960228,52.10826187265522,14226700
2018-03-13,51.871620178222656,52.76943902453641,51.67674575761434,52.42840878847187,13739700
2018-03-14,51.2243537902832,52.05257535731663,51.17563518692415,51.948176832995934,14820700
2018-03-15,51.79505920410156,52.19873066227288,51.57234483233971,51.74634060121395,15640600
2018-03-16,52.2822494506836,52.2822494506836,51.75330083757586,51.75330083757586,32109700
2018-03-19,51.60716247558594,52.20570853511671,51.40532668249475,52.19874721537394,12744800
2018-03-20,51.495792388916016,51.98993979405099,51.46795242539614,51.655870851672745,13003200
2018-03-21,52.2265739440918,52.64416275396271,51.48883353632218,51.66282931626255,15418500
2018-03-22,51.15476989746094,51.989947690181815,51.07821131363625,51.79507322587567,17737000
2018-03-23,50.73021697998047,51.648914627019415,50.577099820485536,51.37052027429506,20157300
2018-03-26,51.50275039672852,51.60714892573487,50.632771504891885,51.25915736900021,15032700
2018-03-27,51.2939567565918,52.122178415984784,51.0016451038402,51.50275382851729,15821900
2018-03-28,50.67453384399414,51.50971684937007,50.653655198097546,51.32179841644011,18163900
2018-03-29,51.92729187011719,52.1221662598355,50.98771588544452,51.0364344828741,14882900
2018-04-02,50.95989227294922,51.78115268583217,50.22215175813135,51.69067146877902,17891100
2018-04-03,52.21265411376953,52.29617400420356,50.87636772640567,51.11996076942562,15999200
2018-04-04,52.1082649230957,52.240498122442986,51.11300871889302,51.53755890242965,13122200
2018-04-05,52.908634185791016,53.11743124473593,52.21265106921432,52.24049103106896,14200000
2018-04-06,52.1082649230957,52.97824393691166,51.6558747739253,52.64416965923691,14299600
2018-04-09,52.1082649230957,52.748568202880925,52.05954631071923,52.35185798497807,11103100
2018-04-10,53.63942337036133,54.1266094714824,52.93647887308927,52.95040151022431,19006100
2018-04-11,53.88996887207031,54.31451896601616,53.41670017602884,53.667254503928994,13734000
2018-04-12,53.74381637573242,54.38411955983223,53.59766056044419,54.18924513944791,13270400
2018-04-13,54.17534255981445,54.41894098540629,54.00830803906629,54.14750789796616,10925000
2018-04-16,54.66252899169922,55.03836061070194,54.08486157860628,54.37021728022973,10743600
2018-04-17,54.516357421875,54.81563036685768,54.314521685962994,54.66251323548101,10478100
2018-04-18,55.13579940795898,55.51163103759608,54.94092492813189,55.01052219807995,12061400
2018-04-19,55.27497863769531,55.55337295030873,54.85042850569408,55.20538138702442,11291500
2018-04-20,54.982669830322266,55.261064157271946,54.51636238589137,55.205384229895984,12072200
2018-04-23,55.37938690185547,55.40026554973328,54.808680850162126,54.9269967280902,11729800
2018-04-24,54.5302848815918,55.62993965681565,54.26581316638241,55.53946374870127,14102000
2018-04-25,55.33064651489258,55.41416638347052,53.93171924830205,54.42586652338197,13867500
2018-04-26,56.277191162109375,56.30503112195107,55.35153240960823,55.40025101184884,14554400
2018-04-27,54.140533447265625,54.73907942054525,53.22879715979729,53.55590480153488,16346800
2018-04-30,54.11268615722656,54.6764307704266,54.10572483942924,54.224046002264906,15028800
2018-05-01,53.55590438842773,53.77166278824917,52.880805153941054,53.77166278824917,16231000
2018-05-02,53.45151138305664,53.75078436864925,53.10351978631781,53.20791301739517,13883700
2018-05-03,53.27054977416992,53.31926838120816,52.477129425301456,53.16615124196514,12243100
2018-05-04,53.521114349365234,53.7438287826372,52.85297104954936,52.9852042596624,9887200
2018-05-07,54.105712890625,55.03833280210584,53.86908123707119,54.105712890625,15071500
2018-05-08,54.34933090209961,54.3980548284406,53.152244140319816,54.14750042692296,17430400
2018-05-09,55.62992477416992,55.84567781806963,54.94785905646068,54.96874300806674,17142100
2018-05-10,56.8757438659668,56.92446247406821,56.02664357340221,56.124080789605024,17710300
2018-05-11,57.14289093017578,57.627988553736216,56.88277047073098,57.07258824826504,14751000
2018-05-14,57.52958679199219,57.87407382609759,57.374917611525646,57.43818844148761,11852100
2018-05-15,57.50145721435547,57.67018476956522,57.227272925732514,57.54363776221984,12595700
2018-05-16,57.66314315795898,57.68423879208293,57.06556225448019,57.480357238895785,9570000
2018-05-17,57.564720153808594,57.845936283152746,57.255387238906415,57.7896919845336,11224100
2018-05-18,57.15694808959961,57.50846682234315,57.12882594733011,57.33270745597138,10030900
2018-05-21,57.8459358215332,57.89514824149434,57.31162571641836,57.45926834005326,8822400
2018-05-22,57.3959846496582,58.10605407078263,57.19210311829571,57.95841683022719,10753400
2018-05-23,57.754539489746094,57.81078378463444,56.64373880258149,56.91089115767439,15140900
2018-05-24,56.43282699584961,57.19914078534827,56.20785517360026,57.19210890734792,13360500
2018-05-25,55.33610916137695,55.77199456430265,54.90022375845125,55.736840525900206,14562000
2018-05-29,55.132205963134766,55.350151261182205,54.50650294346047,54.942388175804254,14644800
2018-05-30,57.29755783081055,57.41004640851427,55.69463314478674,55.715723412168536,16627500
2018-05-31,57.114776611328125,57.332721927993376,56.72810912595709,56.81247021030998,15803100
2018-06-01,57.52958679199219,57.89516410275158,57.33273705821767,57.55770894878182,9906100
2018-06-04,56.92495727539063,58.021694252466986,56.812468680946175,57.68423919663644,10954700
2018-06-05,56.72108840942383,57.40303591548032,56.53127056852535,56.657812219955936,12059300
2018-06-06,57.6912841796875,57.712374456959616,56.85467278662596,57.28352630366935,11603300
2018-06-07,58.26775741577149,58.55600542150344,58.04278558651181,58.16230606123688,13502500
2018-06-08,58.77394104003906,58.81612694249469,58.00060076919995,58.42945412519958,14350400
2018-06-11,58.42242813110352,58.90752583006312,58.30291301690384,58.85831340870139,10831600
2018-06-12,57.944366455078125,58.87940789158225,57.87406375721172,58.42946418873479,12351800
2018-06-13,57.30458831787109,58.07089662082531,57.27646617412729,57.9584134096006,12049300
2018-06-14,57.571754455566406,57.860002475309685,57.297570192945706,57.60690848462107,11477300
2018-06-15,56.7070198059082,57.522540696255454,56.60156308494692,57.45223800353181,23797500
2018-06-18,56.81949234008789,57.21319163619199,56.45391518852704,56.52421786800982,9192600
2018-06-19,56.73513412475586,56.9179254088896,56.03912837868117,56.16567536558125,8759700
2018-06-20,56.559383392333984,57.03744926463085,56.43283638602741,56.84059955787665,8917700
2018-06-21,56.02507019042969,56.51016250552168,55.77197621570715,56.25706853079915,10990700
2018-06-22,57.21320343017578,57.606908171189176,56.88980674688917,57.05853964893137,16012200
2018-06-25,56.06021118164063,57.11476747741735,55.750878315563256,56.79137085702924,10557200
2018-06-26,56.692962646484375,56.95308853995957,56.22192865029482,56.34847565742434,10382800
2018-06-27,57.445220947265625,57.986563084794334,56.98824528102469,56.98824528102469,12725900
2018-06-28,57.62799072265625,57.69829340721294,56.96713368757118,57.45926320697,9390700
2018-06-29,58.16230010986328,58.73175882108716,57.852961864877,57.965445086121406,17323200
2018-07-02,57.48037338256836,57.74049394188816,57.17103502688765,57.57176636776817,9998300
2018-07-03,57.81781005859375,58.66848490118069,57.70532683303532,58.05684562900105,7197300
2018-07-05,57.86702346801758,58.19042012220284,57.68423755288108,58.06387313893458,9035700
2018-07-06,57.8810920715332,58.141212573994665,57.41005812470952,57.62096620532003,7637100
2018-07-09,58.28182220458984,58.44351786024146,58.04278661465704,58.21854602699672,7158600
2018-07-10,58.81613540649414,59.139532098520114,58.71067868080588,58.84425219384259,8806200
2018-07-11,58.06388473510742,58.724741931240885,57.67018531464611,58.37322305904263,10405300
2018-07-12,58.13417053222656,58.52083792528013,57.86701285888928,58.359142309707806,9762200
2018-07-13,58.57005310058594,58.87939132064081,58.04277496935632,58.12714140130324,8720000
2018-07-16,57.99356842041016,58.20448183972169,57.64908150836898,58.01465868959109,8306900
2018-07-17,57.86702346801758,58.17636173017359,57.67720567499083,57.83187480606883,7373300
2018-07-18,57.80376434326172,57.874067045122125,57.29054442855131,57.5084897771966,8711900
2018-07-19,57.65612030029297,58.08497370423824,57.4522387341754,57.78969380904111,8659100
2018-07-20,57.22727584838867,57.5998850102262,57.12181910958969,57.452247721408646,9196300
2018-07-23,57.22727584838867,57.649097439832055,57.07260667998384,57.61394340564821,8425900
2018-07-24,58.35916519165039,58.366191707256185,57.28351829120249,57.311635081130426,11121000
2018-07-25,58.76692581176758,58.872382552157234,58.0076490812178,58.35916797334825,9523600
2018-07-26,59.22388458251953,59.336373170575655,58.61224531715545,58.93564196219015,13210100
2018-07-27,57.59284591674805,57.91624260847212,56.81247365663601,56.92496226093231,18220800
2018-07-30,57.46627807617188,57.74046224500959,56.74215038084406,57.74046224500959,11282800
2018-07-31,57.30458831787109,57.75453189027091,57.25537590725707,57.39598126222558,11716800
2018-08-01,56.5172004699707,56.896841472938,56.39768534785655,56.8687193211902,8936300
2018-08-02,56.17973327636719,56.42579534647296,55.85633128279863,56.16566952164637,8364300
2018-08-03,56.38361740112305,56.45392545714506,55.98288615505496,56.22192174527628,7811100
2018-08-06,56.36954116821289,56.54530052514,56.0602029836212,56.41875357360248,10041800
2018-08-07,57.135868072509766,57.36083990838937,56.46095256487095,56.88277945042791,10698100
2018-08-08,56.75623321533203,57.10775204882194,56.489075469078585,56.96010941865465,7275000
2018-08-09,56.46799087524414,56.88278592962165,56.32035359398335,56.75623892229064,9828500
2018-08-10,56.41116714477539,56.48219498118843,56.01340692560114,56.47509599090071,12954300
2018-08-13,55.8003044128418,56.6455500918907,55.70796878989138,56.432461215450985,10308500
